0,0,0,8,+AC0-56,+AC0-11219371,0,0,71
0,0,0,5,+AC0-52,+AC0-11219503,0,0,66
0,0,0,12,+AC0-105,+AC0-11219222,0,0,60
+AC0-4,+AC0-35,+AC0-1,6,+AC0-53,+AC0-11219508,126,0,56
0,3,+AC0-2,5,+AC0-43,+AC0-11218250,98,0,54
1,+AC0-2,+AC0-3,8,+AC0-67,+AC0-11217485,0,+AC0-17,53
+AC0-1,+AC0-9,+AC0-1,9,+AC0-66,+AC0-11217162,29,0,52
+AC0-1,+AC0-9,0,8,+AC0-57,+AC0-11216748,29,0,51
4,+AC0-23,0,5,+AC0-65,+AC0-11215395,+AC0-372,+AC0-238,51
4,+AC0-20,1,6,+AC0-40,+AC0-11215536,+AC0-411,+AC0-1088,51
1,+AC0-7,0,8,+AC0-8,+AC0-11215934,+AC0-313,+AC0-952,51
0,0,0,+AC0-5,0,+AC0-11216501,+AC0-470,+AC0-952,51
0,0,0,0,0,+AC0-11217017,+AC0-254,+AC0-1190,51
0,0,0,0,0,+AC0-11217269,+AC0-372,+AC0-833,51
0,0,0,0,0,+AC0-11217488,+AC0-235,+AC0-1088,51
0,0,0,0,0,+AC0-11217799,+AC0-235,+AC0-595,51
0,0,0,0,0,+AC0-11217828,+AC0-235,+AC0-1088,51
0,0,0,0,0,+AC0-11217713,+AC0-176,+AC0-1207,51
0,0,0,0,0,+AC0-11217399,+AC0-215,+AC0-952,51
0,0,0,0,0,+AC0-11217298,+AC0-196,+AC0-1088,51
0,+AC0-1,0,0,0,+AC0-11217299,+AC0-313,+AC0-1088,51
0,0,0,0,0,+AC0-11217400,+AC0-98,+AC0-870,51
13,+AC0-9,18,6,0,+AC0-11216784,+AC0-226,+AC0-1071,51
0,4,0,0,0,+AC0-11217630,+AC0-306,+AC0-1190,51
0,+AC0-2,0,0,0,+AC0-11217568,+AC0-207,+AC0-1190,51
0,+AC0-2,0,0,0,+AC0-11217575,+AC0-156,+AC0-986,51
16,5,13,5,0,+AC0-11217014,+AC0-376,+AC0-1048,51
0,0,0,0,0,+AC0-11216957,4,+AC0-753,51
0,+AC0-3,0,0,0,+AC0-11217593,7,+AC0-872,51
0,1,0,0,0,+AC0-11217581,75,+AC0-872,51
+AC0-2,+AC0-13,0,0,0,+AC0-11217609,+AC0-43,+AC0-912,51
+AC0-1,+AC0-7,0,0,0,+AC0-11217674,+AC0-249,+AC0-872,51
